page_id,title,founder_pattern,founder_pattern_numeric,idea_pattern,idea_pattern_numeric,structural_advantage,structural_advantage_numeric,asymmetric_signal,asymmetric_signal_numeric,methods,notes
28b101d8-0eba-81d7-991d-e4722eb5a10b,Virel Protocol,,21,,28,,26,,4,,skipped_already_filled
28b101d8-0eba-81f5-b3e7-d8c1c221833e,AIKEK (@aikek_agent),,20,,30,,28,,4,,skipped_already_filled
28b101d8-0eba-813d-b29c-d423012100cd,Oracle (acc/tism),,21,,27,,26,,4,,skipped_already_filled
28b101d8-0eba-81d8-aeb7-ccf3d9231945,Cryptocommerce Jamaica,,17,,26,,80,,3,,skipped_already_filled
28b101d8-0eba-81d9-8785-f4d2528807b2,Kleef AI,,20,,20,,20,,20,,skipped_already_filled
28b101d8-0eba-81e0-911d-c82d8855162f,Polkadot UX Bounty,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8182-b22e-c748d450e7f7,Go Green,,16,,24,,22,,3,,skipped_already_filled
28b101d8-0eba-8169-9537-effe747456a3,MeritFirst,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8119-a9bd-ea4a14606c2e,Conso Labs,,20,,28,,27,,4,,skipped_already_filled
28b101d8-0eba-818c-916b-f570de74f865,PolyPort,,19,,27,,27,,4,,skipped_already_filled
28b101d8-0eba-8197-91c7-d45581de1cd3,viblit,,18,,27,,22,,3,,skipped_already_filled
28b101d8-0eba-816d-89d5-c8bc3e4879b7,Zenthryx AI,,19,,27,,24,,3,,skipped_already_filled
28b101d8-0eba-814c-a4d5-f789c4f48b12,BNBet,,20,,27,,26,,4,,skipped_already_filled
28b101d8-0eba-814a-9e01-dd6a1de601df,Zingage,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81d1-81c9-c5efcb0d2a3d,Resilution,,17,,27,,23,,3,,skipped_already_filled
28b101d8-0eba-8177-bff3-f3466460f8df,emdash,,22,,29,,28,,4,,skipped_already_filled
28b101d8-0eba-8171-884f-fa55d3e64e62,tremor.sh,,22,,29,,28,,4,,skipped_already_filled
28b101d8-0eba-81b9-9cad-d0add03eacfe,Quilter (@quilterai),,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81b3-adf0-f7f7111dc7ed,Based Panel,,17,,22,,20,,1,,skipped_already_filled
28b101d8-0eba-81b5-8d5a-e1c12fdd4e58,Polyprophet,,19,,26,,22,,3,,skipped_already_filled
28b101d8-0eba-8105-9c71-cda0178356db,Trimz,,19,,28,,26,,3,,skipped_already_filled
28b101d8-0eba-8137-a37a-eb6731d50e89,MasterBOT,,18,,29,,26,,3,,skipped_already_filled
28b101d8-0eba-81fd-a62b-d30d69748157,Funding Arbitrage Monitor,,16,,21,,16,,2,,skipped_already_filled
28b101d8-0eba-81ca-902e-ff818e7e0151,Protos,,19,,27,,24,,3,,skipped_already_filled
28b101d8-0eba-81db-b8c0-d332bb2e9de7,HiveBase,,20,,27,,23,,3,,skipped_already_filled
28b101d8-0eba-81fc-a658-da0a45b75bb6,Bounty Bot (Bountycaster),,22,,28,,25,,4,,skipped_already_filled
28b101d8-0eba-81b9-9b74-e2af599fdbf4,Bitcoin Quantum (@btc_quantum),,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8156-a45c-e878791c1ccb,Valyu,,21,,29,,27,,4,,skipped_already_filled
28b101d8-0eba-818c-9a64-f7595f9f7217,Pre-TGE Market,,20,,29,,27,,3,,skipped_already_filled
28b101d8-0eba-81eb-852e-d082ce4c9a67,Facts (@factsdottrade),,20,,28,,27,,4,,skipped_already_filled
28b101d8-0eba-81f4-b66d-e36b11650900,Jupiter BURST (Better User & Response Team),,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81ff-8aba-c6f5cf875f54,DrawOS,,16,,27,,24,,2,,skipped_already_filled
28b101d8-0eba-813c-bcb2-f951a5e6a068,Binance Smart Mail (BSM),,14,,19,,14,,2,,skipped_already_filled
28b101d8-0eba-816a-b1bc-cbed524f88a1,Boxel AI,,20,,31,,27,,3,,skipped_already_filled
28b101d8-0eba-81ca-b51b-ed81603d988f,Polaris,,-1,,-1,,-1,,90,,skipped_already_filled
28b101d8-0eba-81cd-afd2-ef51d629c9c5,Darker,,17,,28,,26,,3,,skipped_already_filled
28b101d8-0eba-811b-8f97-d91a04251663,DOWNTOWN+ (ダウンタウンプラス),,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81fb-85f9-d0885a48d7e9,veHEMI Marketplace,,20,,28,,27,,4,,skipped_already_filled
28b101d8-0eba-81d1-a738-dca3b93de5a1,Grail Index,,19,,28,,26,,3,,skipped_already_filled
28b101d8-0eba-819f-a6d3-d6e7afce1870,DETECTRA,,18,,27,,24,,2,,skipped_already_filled
28b101d8-0eba-8173-9e78-c7f99d8e7aec,Oneliquid,,20,,31,,29,,4,,skipped_already_filled
28b101d8-0eba-815b-83d8-f8ab20a96445,NUPI Labs,,16,,27,,16,,16,,skipped_already_filled
28b101d8-0eba-81f0-b35c-c892566906b0,Narrative,,19,,28,,27,,3,,skipped_already_filled
28b101d8-0eba-812c-a1c5-ef2d3b6b9bc0,myra.fun,,19,,29,,26,,3,,skipped_already_filled
28b101d8-0eba-81cd-855f-c480f814536c,wot❔ / @wotcabal,,19,,21,,20,,4,,skipped_already_filled
28b101d8-0eba-81a7-916d-cc922168e77e,BUIDL,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-818d-b293-f74e205c4b97,Sky • dirix.ai,,19,,28,,22,,3,,skipped_already_filled
28b101d8-0eba-81d4-bb72-ca78c1b8a422,Watrfall,,20,,28,,95,,3,,skipped_already_filled
28b101d8-0eba-8113-a811-f82760e911c3,Adjusted Finance,,21,,27,,24,,3,,skipped_already_filled
28b101d8-0eba-8167-a686-c14b198d3e82,Coinflow,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8157-ac4d-f4886edcb280,Layerpath,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81a8-9c6e-e48018d2f0a0,Atlas,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8153-8e74-f86ec1001ad2,Cosmic Love,,17,,22,,21,,2,,skipped_already_filled
28b101d8-0eba-815c-9e42-d4cb2f12bc50,TICKR,,19,,24,,22,,3,,skipped_already_filled
28b101d8-0eba-815f-b810-d2afd06ee4ea,mnt.fun,,17,,23,,22,,2,,skipped_already_filled
28b101d8-0eba-8125-98ce-e66eead2c122,Zone In (@zonein_xyz),,16,,23,,21,,2,,skipped_already_filled
28b101d8-0eba-817f-a610-ea1ca231997a,Brookwell,,20,,30,,30,,5,,skipped_already_filled
28b101d8-0eba-8173-ba20-eb4915d1947a,Lucent,,22,,29,,27,,4,,skipped_already_filled
28b101d8-0eba-8104-b0d9-f46f0371202b,Mempool Radar,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-818d-82c0-ce23347642e5,Division 1,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81de-a54e-fcb3c839c789,The Flourishing Company,,17,,23,,20,,2,,skipped_already_filled
28b101d8-0eba-818b-9d24-f4dff730606c,eyez.fun,,16,,27,,21,,3,,skipped_already_filled
28b101d8-0eba-8194-b291-fd82bd44408f,AresShift (Ares),,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81f5-953c-e45eb4fe2468,Monarch.hl (@useMonarch),,16,,28,,26,,2,,skipped_already_filled
28b101d8-0eba-8184-b0a4-daa15a37336d,Omelet Finance,,16,,24,,23,,3,,skipped_already_filled
28b101d8-0eba-8190-8c47-cf196c82b6d3,Fake-A-Polymarket,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8151-9877-e2f515680078,Maximem AI,,20,,28,,24,,3,,skipped_already_filled
28b101d8-0eba-81ed-847a-cb750d6e9e88,Solana ATM,,17,,29,,24,,2,,skipped_already_filled
28b101d8-0eba-81ec-93a1-f1e050019d9f,Radicle,,8,,14,,12,,1,,skipped_already_filled
28b101d8-0eba-819a-adf3-e20e20a32240,Papers,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81ce-a399-c616c3e8b3f4,Aurea.gg,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81d6-8774-d35e0191d715,Riva Labs,,20,,30,,28,,4,,skipped_already_filled
28b101d8-0eba-81b0-a774-f3618ef237cb,MeteoraInside,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-8190-a336-dcc666ca8c2b,Divine,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-815c-9601-ed483fa4fe5d,PonziDAO,,14,,19,,15,,1,,skipped_already_filled
28b101d8-0eba-81c9-95eb-c09b2f279969,LAB (formerly Memes Lab),,19,,26,,26,,4,,skipped_already_filled
28b101d8-0eba-8105-b903-ede2a68cdcec,Chest,,20,,28,,23,,2,,skipped_already_filled
28b101d8-0eba-819e-991d-e329a979343e,Rai Tools,,20,,27,,26,,3,,skipped_already_filled
28b101d8-0eba-81cb-9918-fb61ad7de5d6,Kernel Labs,,19,,22,,20,,3,,skipped_already_filled
28b101d8-0eba-8131-9547-fa47d6610e66,onchain.net,,12,,16,,14,,1,,skipped_already_filled
28b101d8-0eba-8157-8ae5-cdbfe99a36cf,Zordinals,,-1,,-1,,-1,,-1,,skipped_already_filled
28b101d8-0eba-81a5-9696-ed12d0f284be,obliviouslabs,,24,,32,,31,,4,,skipped_already_filled
28b101d8-0eba-8166-904a-c92b74bccede,aixcz labs,,14,,22,,24,,1,,skipped_already_filled
28b101d8-0eba-81f5-aa30-f78271f0f30d,Stable Naira (SNR),,15,,22,,18,,2,,skipped_already_filled
287101d8-0eba-81f3-bc46-ec4b3d76964c,Pricediction,,20,,28,,26,,4,,skipped_already_filled
287101d8-0eba-810e-aa10-ef12ca41c297,CaffBrew Domains,,20,,27,,26,,4,,skipped_already_filled
287101d8-0eba-81ce-997b-e23f7fe8c2ae,TransCrypts,,-1,,-1,,-1,,-1,,skipped_already_filled
287101d8-0eba-81f7-85ca-e1cfca981506,CurrencyCoin ($CC),,19,,26,,26,,3,,skipped_already_filled
287101d8-0eba-811e-a60d-c703975927a1,Gaian,,20,,28,,26,,4,,skipped_already_filled
287101d8-0eba-8143-8a31-dc3a82513146,AlphaRadar,,-1,,-1,,-1,,-1,,skipped_already_filled
287101d8-0eba-8102-95c3-cc52ccb760d7,Animus,,21,,28,,26,,3,,skipped_already_filled
287101d8-0eba-81aa-aa67-f7accc90c19a,Axiology,,22,,29,,28,,4,,skipped_already_filled
287101d8-0eba-81da-9820-ce3667070afa,Stratium,,19,,28,,27,,3,,skipped_already_filled
287101d8-0eba-8159-b8a8-d2c3cb0e2976,AethonSwap,,21,,28,,26,,4,,skipped_already_filled
287101d8-0eba-81e4-9ee5-f68d6ba312e6,PlayVision AI (YC F25),,20,,24,,27,,4,,skipped_already_filled
287101d8-0eba-81e4-a547-faf9653958e2,SciWeave,,-1,,-1,,-1,,-1,,skipped_already_filled
287101d8-0eba-816b-9fcd-f0a2fffde08e,Opendroids,,20,,28,,27,,4,,skipped_already_filled
287101d8-0eba-81d0-bf81-dce0d558ae3a,ChartDetector.ai,,20,,26,,22,,3,,skipped_already_filled
287101d8-0eba-8175-bfab-e59c7b7560d9,Aurum Finance,,20,,28,,22,,3,,skipped_already_filled
287101d8-0eba-8164-8bd8-fadcf769ecf3,Verxio,,20,,28,,27,,4,,skipped_already_filled
287101d8-0eba-81af-a100-dfa3f3f69ba1,Rush Browser,,20,,27,,20,,3,,skipped_already_filled
287101d8-0eba-81c1-9ca4-e09ee008729c,FlipStrategies™ ($FLIPSTRAT),,20,,28,,22,,3,,skipped_already_filled
287101d8-0eba-815f-b257-f05bb742cf52,Mooncake,,18,,28,,27,,2,,skipped_already_filled
287101d8-0eba-8197-b61d-d52bfaaa62b3,GalaxyOne,,-1,,4,,-1,,8,,skipped_already_filled
287101d8-0eba-815b-bbf5-cc6da0418828,Zolify,,17,,27,,23,,3,,skipped_already_filled
287101d8-0eba-8120-9746-f58b3da4f6df,Yield Millionaire,,17,,23,,20,,2,,skipped_already_filled
287101d8-0eba-81be-9b57-c1d05a3613c9,Parallax,,22,,28,,24,,3,,skipped_already_filled
287101d8-0eba-81f3-a13d-e957eac482ae,NPC,,19,,28,,26,,3,,skipped_already_filled
287101d8-0eba-8135-a511-c0376aacd7f8,COINjecture Network,,20,,27,,26,,3,,skipped_already_filled
287101d8-0eba-81bd-b513-d67e553ddf6e,Coraluna,,20,,26,,22,,4,,skipped_already_filled
287101d8-0eba-8142-8068-fd8ba4aed0c5,Zoof Wallet,,20,,27,,26,,3,,skipped_already_filled
287101d8-0eba-81dd-bcdb-fa27bfbfda0a,OpenMed,,23,,31,,28,,4,,skipped_already_filled
287101d8-0eba-81b2-b9ef-c48d7b8358c4,Pianoken,,16,,27,,24,,1,,skipped_already_filled
287101d8-0eba-81e4-9992-f6c12bddf790,ChatKey,,-1,,-1,,-1,,-1,,skipped_already_filled
287101d8-0eba-81dc-940c-e764e63e4ce8,ICP Blinks,,18,,27,,22,,3,,skipped_already_filled
287101d8-0eba-81a5-9ed9-e38bfaa581e7,Bubble Lab,,20,,28,,26,,3,,skipped_already_filled
287101d8-0eba-8199-aa9b-c989101e494e,Sliswap,,16,,24,,22,,2,,skipped_already_filled
287101d8-0eba-817c-a84c-c6c92d718e85,OKSend.fun,,18,,26,,26,,3,,skipped_already_filled
287101d8-0eba-8176-be77-d87dc737953e,"tokenspawner (""spawner"")",,14,,21,,17,,1,,skipped_already_filled
287101d8-0eba-81c3-bcb7-f7352212e526,BublPay,,17,,24,,21,,3,,skipped_already_filled
287101d8-0eba-81c3-92ba-f5b24d4a650e,Fable Security,,-1,,-1,,-1,,-1,,skipped_already_filled
287101d8-0eba-81cf-ba78-cff0d53ff4b3,Anthrax,,16,,24,,19,,2,,skipped_already_filled
287101d8-0eba-8146-bfbb-e99570bdae1e,khole,,20,,27,,22,,4,,skipped_already_filled
287101d8-0eba-8145-aeac-e93db3626c4d,polynews,,18,,27,,22,,2,,skipped_already_filled
287101d8-0eba-8114-9b2c-c1266da7cba6,Freeport Markets,,22,,28,,26,,4,,skipped_already_filled
287101d8-0eba-8179-8bb5-fcdd183ad98e,Velocity,,16,,27,,24,,3,,skipped_already_filled
287101d8-0eba-81bd-afe9-dcf2564a5c0f,Spec,,-1,,-1,,-1,,-1,,skipped_already_filled
287101d8-0eba-81ea-94b9-ee58395b7e34,emojimarket,,21,,29,,24,,4,,skipped_already_filled
287101d8-0eba-811b-9bf1-e99a1e56efdf,Caden (caden_sol),,20,,28,,26,,3,,skipped_already_filled
287101d8-0eba-8140-a8be-cae61c9a0554,AnteX,,16,,28,,26,,2,,skipped_already_filled
287101d8-0eba-8188-9a62-d6e85f03da42,hi.xyz,,22,,30,,26,,4,,skipped_already_filled
287101d8-0eba-81e5-b970-f31e89752e89,Reon,,16,,27,,23,,2,,skipped_already_filled
287101d8-0eba-81e5-b256-e813a47d1d8c,Punt,,19,,28,,24,,3,,skipped_already_filled
287101d8-0eba-813a-a9e0-f66ae2f1818e,PerpFun,,18,,28,,26,,3,,skipped_already_filled
287101d8-0eba-81b7-a9ec-e97a3e1ba4a2,TOKEN8,,19,,28,,24,,4,,skipped_already_filled
287101d8-0eba-81b7-b875-f5b4eed0c2a4,Meridian (@trymeridian),,21,,29,,27,,5,,skipped_already_filled
287101d8-0eba-81e9-8d88-cf862e290b8e,Govex,,22,,32,,27,,4,,skipped_already_filled
287101d8-0eba-813e-b9b6-f71483c8f38d,Solanafon,,18,,27,,23,,2,,skipped_already_filled
287101d8-0eba-8188-bfd0-e1406bb70830,Zuma Delta,,19,,26,,21,,3,,skipped_already_filled
287101d8-0eba-8164-96d1-fbe70f0cc4b2,boreal.xyz,,19,,26,,23,,3,,skipped_already_filled
287101d8-0eba-81ee-acdd-f1dd56a32de9,Macro,,17,,28,,24,,2,,skipped_already_filled
287101d8-0eba-8197-bb8f-f222e6b89ef5,Edge Finance,,16,,27,,25,,3,,skipped_already_filled
287101d8-0eba-814a-b1c6-eb3e99a03657,rpc x402,,20,,29,,24,,4,,skipped_already_filled
287101d8-0eba-819e-b3b4-fb12465f2db1,PolyRouter,,20,,28,,26,,4,,skipped_already_filled
287101d8-0eba-81fa-b552-dcd2e47c0b55,Cobot,,17,,27,,22,,2,,skipped_already_filled
287101d8-0eba-81ad-8526-c918e5a92929,EIL (Ethereum Interop Layer),,17,,27,,26,,4,,skipped_already_filled
287101d8-0eba-8165-96aa-fae1a1a5ae7f,CoinDAT,,16,,23,,23,,23,,skipped_already_filled
287101d8-0eba-810b-8035-e0b6aadd2420,Armory,,15,,24,,21,,1,,skipped_already_filled
287101d8-0eba-81be-a162-e8b67aa59a30,Fungible,,21,,28,,80,,4,,skipped_already_filled
287101d8-0eba-8157-8347-c770f0c1c18e,Ouroboros,,16,,21,,20,,3,,skipped_already_filled
287101d8-0eba-813f-9f82-eea3945b794a,Orra,,18,,27,,26,,2,,skipped_already_filled
287101d8-0eba-81c5-bb50-e3ba1905d48a,ClearportX,,17,,28,,26,,2,,skipped_already_filled
287101d8-0eba-81a9-87e2-e46c49939f6f,DeepMatch,,20,,28,,26,,3,,skipped_already_filled
287101d8-0eba-811a-84d7-fc0890c85d5b,blank (@blankdotbuild),,16,,24,,20,,2,,skipped_already_filled
287101d8-0eba-810c-8aa0-c385184077e9,sphere-analytics (sphere()),,16,,27,,22,,2,,skipped_already_filled
287101d8-0eba-8196-9c69-dab072cebd9a,Fairlaunch (@FairLaunchGG),,18,,29,,27,,2,,skipped_already_filled
287101d8-0eba-8140-8af6-c61c6c19d655,durian.gg,,15,,20,,19,,1,,skipped_already_filled
287101d8-0eba-8132-adf6-f7fcfe763803,Gambl,,15,,24,,21,,2,,skipped_already_filled
287101d8-0eba-8109-a9d8-c4e5e0905cea,Toolbox,,16,,24,,20,,1,,skipped_already_filled
287101d8-0eba-81e1-9c19-f6f0c32dd076,Metro (trymetro),,20,,21,,20,,3,,skipped_already_filled
287101d8-0eba-81fb-a1dc-c8fb59f6b97d,StableFlow,,20,,24,,23,,2,,skipped_already_filled
287101d8-0eba-81ee-85ee-f78849631cf8,PayNad,,15,,21,,21,,21,,skipped_already_filled
287101d8-0eba-811b-a637-c515a332c6ff,Goodies 🍬,,15,,22,,22,,1,,skipped_already_filled
287101d8-0eba-81f1-978a-da83cd72865f,Darkpool,,16,,24,,21,,2,,skipped_already_filled
287101d8-0eba-816f-8484-c9eab4251dcb,mNAV Technology,,15,,26,,23,,2,,skipped_already_filled
287101d8-0eba-815d-95c5-e6a68eefb1aa,Roku,,16,,22,,22,,2,,skipped_already_filled
287101d8-0eba-815b-b8f8-c7a1530c7758,AXION,,14,,21,,17,,1,,skipped_already_filled
287101d8-0eba-814e-ba5b-e6be300f34d3,64MM,,21,,27,,22,,3,,skipped_already_filled
287101d8-0eba-8104-ba15-e2e9d67bf171,CrashLabs,,20,,28,,26,,3,,skipped_already_filled
287101d8-0eba-8102-8282-d3f0df353b19,PQC Suite B,,21,,27,,26,,4,,skipped_already_filled
287101d8-0eba-8135-9208-c349050a1de6,Syntra,,16,,23,,19,,2,,skipped_already_filled
282101d8-0eba-81d3-9dc7-d764e1df597d,HyperSwarm,,20,,28,,26,,4,,skipped_already_filled
282101d8-0eba-81a4-8cc2-ecb6dc5c8d9e,Pnyx,,21,,28,,26,,4,,skipped_already_filled
282101d8-0eba-819e-afb8-e497fac6d7cf,Nimbus Trade,,20,,28,,26,,3,,skipped_already_filled
282101d8-0eba-81f1-9d05-cc253929571c,BRRR DAO,,20,,26,,24,,4,,skipped_already_filled
282101d8-0eba-81d5-87b1-c851d662c6e8,Collinear AI,,22,,29,,28,,4,,skipped_already_filled
282101d8-0eba-8191-99de-ec85b748719f,Cr1me (cr1meonsol),,-1,,-1,,-1,,-1,,skipped_already_filled
282101d8-0eba-8143-b443-e9b00e463b2d,BasisFi (Basis • Perp DEX for yield),,20,,32,,28,,4,,skipped_already_filled
282101d8-0eba-8142-8b9a-ffeaccab6cc5,$SIM,,20,,27,,21,,4,,skipped_already_filled
282101d8-0eba-81fb-9c76-ef2f5d7a464b,Hot or Not by spots.fun (@hotnotspot),,19,,28,,23,,3,,skipped_already_filled
282101d8-0eba-81e7-bf74-df3af7742000,Tria Japan (JP official for Tria),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
282101d8-0eba-81b3-88f4-de2950fe3f98,Voltus,,-1.0,,-1.0,"7.5 GW under management across 20,000+ participating sites",-1.0,,-1.0,structural_advantage:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
282101d8-0eba-818e-aa58-d5acf8eb8f38,Knovus,17/25,17.0,24/35,24.0,20/35,20.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-8187-97df-d868cab3efc1,Source (Edge-first data platform),20/25,20.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-8137-9730-e2ae6c380ffe,Loncher,19/25,19.0,28/35,28.0,26/35,26.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-81c2-8267-fcf990956e0e,Eve (evelegalai),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
282101d8-0eba-8141-9245-c4eb1e79f4bd,Today (tradeontoday),19/25,19.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-813f-bde9-d305fa1cdb37,SolPay,16/25,16.0,21/35,21.0,19/35,19.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-81b6-a9fc-fae486512d8b,Baselane,Created Feb 2021,-1.0,"over 50,000 investors",-1.0,$44.3M total raised,-1.0,over 900% growth since Series A,-1.0,founder_pattern:llm_fallback; idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
282101d8-0eba-8114-bbd3-e7f3354db007,PolyOracle,19/25,19.0,28/35,28.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-81da-9860-f979ddb971b4,Swipe (swipe_ai_),20/25,20.0,27/35,27.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-81c8-85cc-e171ac7f22ce,Quake Trading,15/25,15.0,27/35,27.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
282101d8-0eba-812a-bfd0-e2b7c8ffa3ca,GCRx,19/25,19.0,27/35,27.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
